text,rumorID,tweetID,POS,NER,Category
الاعلان اكبر حصيلة يومية لبنان بدء انتشار فيروس كورونا 173 اصابة اخر 24 ساعة ,AuFIN_011,1281185322165043203,"['الاعلان_NOUN', 'اكبر_ADJ', 'حصيلة_NOUN', 'يومية_ADJ', 'لبنان_NOUN', 'بدء_NOUN', 'انتشار_NOUN', 'فيروس_NOUN', 'كورونا_X', '173_NUM', 'اصابة_NOUN', 'اخر_ADJ', '24_NUM', 'ساعة_NOUN']","['الاعلان_O', 'اكبر_O', 'حصيلة_O', 'يومية_O', 'لبنان_S-LOC', 'بدء_O', 'انتشار_O', 'فيروس_B-MISC', 'كورونا_E-MISC', '173_O', 'اصابة_O', 'اخر_O', '24_O', 'ساعة_O']",health
 عاجل الولايات المتحدة المحكمة العليا تلغي التطعيم الشامل فضيحة 3 أسابيع انتصارًا عظيمًا للحرية ألغت المحكمة العليا التطعيم الشامل,AuFIN_012,1403272697673568257,"['عاجل_NOUN', 'الولايات_NOUN', 'المتحدة_ADJ', 'المحكمة_NOUN', 'العليا_ADJ', 'تلغي_VERB', 'التطعيم_NOUN', 'الشامل_ADJ', 'فضيحة_NOUN', '3_NUM', 'أسابيع_NOUN', 'انتصارًا_NOUN', 'عظيمًا_ADJ', 'ل_ADP', 'الحرية_NOUN', 'ألغت_VERB', 'المحكمة_NOUN', 'العليا_ADJ', 'التطعيم_NOUN', 'الشامل_ADJ']","['عاجل_O', 'الولايات_B-LOC', 'المتحدة_E-LOC', 'المحكمة_O', 'العليا_O', 'تلغي_O', 'التطعيم_O', 'الشامل_O', 'فضيحة_O', '3_O', 'أسابيع_O', 'انتصارًا_O', 'عظيمًا_O', 'للحرية_O', 'ألغت_O', 'المحكمة_O', 'العليا_O', 'التطعيم_O', 'الشامل_O']",health
تصريحات سابقة لوزير الصحة الجديد بعدم ارتداء الكمامة الأردن خبرني,AuFIN_013,1376585652683337728,"['تصريحات_NOUN', 'سابقة_ADJ', 'ل_ADP', 'وزير_NOUN', 'الصحة_NOUN', 'الجديد_ADJ', 'ب_ADP', 'عدم_NOUN', 'ارتداء_NOUN', 'الكمامة_NOUN', 'الأردن_NOUN', 'خبرني_X']","['تصريحات_O', 'سابقة_O', 'لوزير_O', 'الصحة_O', 'الجديد_O', 'بعدم_O', 'ارتداء_O', 'الكمامة_O', 'الأردن_S-LOC', 'خبرني_O']",health
مسؤول تونسي يُعلن انهزامه كورونا شاهدكورونا,AuFIN_014,1410987880399388674,"['مسؤول_NOUN', 'تونسي_ADJ', 'يُعلن_VERB', 'انهزام_NOUN', 'ه_PRON', 'كورونا_X', 'شاهدكورونا_X']","['مسؤول_O', 'تونسي_O', 'يُعلن_O', 'انهزامه_O', 'كورونا_B-PER', 'شاهدكورونا_E-PER']",health
عاجل المتحدث باسم وزارة الصحة برام الله كمال الشخرة تسلمنا 20 جرعة لقاح كورونا نوع موديرنا الأمريكي وهذه الدفعة ستكون مخصصة الرئيس عباس واللجنة المركزية لفتح وكبار الشخصيات,AuFIN_015,1356262536535027716,"['عاجل_VERB', 'المتحدث_NOUN', 'ب_ADP', 'اسم_NOUN', 'وزارة_NOUN', 'الصحة_NOUN', 'برام_X', 'الله_X', 'كمال_X', 'الشخرة_X', 'تسلم_VERB', 'نا_PRON', '20_NUM', 'جرعة_NOUN', 'ل_ADP', 'قاح_NOUN', 'كورونا_X', 'نوع_NOUN', 'مودير_NOUN', 'نا_PRON', 'الأمريكي_ADJ', 'و_CCONJ', 'هٰذه_DET', 'الدفعة_NOUN', 'س_AUX', 'تكون_AUX', 'مخصصة_ADJ', 'الرئيس_NOUN', 'عباس_X', 'و_CCONJ', 'اللجنة_NOUN', 'المركزية_ADJ', 'ل_ADP', 'فتح_NOUN', 'و_CCONJ', 'كبار_ADJ', 'الشخصيات_NOUN']","['عاجل_O', 'المتحدث_O', 'باسم_O', 'وزارة_O', 'الصحة_O', 'برام_B-PER', 'الله_I-PER', 'كمال_I-PER', 'الشخرة_E-PER', 'تسلمنا_O', '20_O', 'جرعة_O', 'لقاح_O', 'كورونا_O', 'نوع_O', 'موديرنا_B-LOC', 'الأمريكي_E-LOC', 'وهذه_O', 'الدفعة_O', 'ستكون_O', 'مخصصة_O', 'الرئيس_O', 'عباس_O', 'واللجنة_O', 'المركزية_O', 'لفتح_O', 'وكبار_O', 'الشخصيات_O']",health
الغارديان تحذر تفشي فيروس قاتل الصين إسمه نيباه,AuFIN_016,1355808846619570176,"['الغارديان_X', 'تحذر_VERB', 'تفشي_NOUN', 'ف_CCONJ', 'يروس_VERB', 'قاتل_NOUN', 'الصين_NOUN', 'إسمه_X', 'نيباه_X']","['الغارديان_S-ORG', 'تحذر_O', 'تفشي_O', 'فيروس_O', 'قاتل_O', 'الصين_S-LOC', 'إسمه_O', 'نيباه_O']",health
مصر ماتبي تعطي لقاح لمواطنينها دول الخليج تتكفل فيهم السعودية سلطنة عمان قطر رافضة تدخلهم مافي الكويت بلد الانسانية تستقبلهم وتطعمهم شنو السر الغامض كويت تعامل مصر معاملة,AuFIN_017,1390708921049001985,"['مصر_NOUN', 'ماتبي_X', 'تعطي_VERB', 'ل_ADP', 'قاح_NOUN', 'ل_ADP', 'مواطنين_NOUN', 'ها_PRON', 'دول_NOUN', 'الخليج_NOUN', 'تتكفل_VERB', 'في_ADP', 'هم_PRON', 'السعودية_NOUN', 'سلطنة_NOUN', 'عمان_NOUN', 'قطر_NOUN', 'رافضة_ADJ', 'تدخل_VERB', 'هم_PRON', 'مافي_X', 'الكويت_NOUN', 'بلد_NOUN', 'الانسانية_ADJ', 'تستقبل_VERB', 'هم_PRON', 'و_CCONJ', 'تطعم_VERB', 'هم_PRON', 'شنو_X', 'السر_NOUN', 'الغامض_ADJ', 'كويت_X', 'تعامل_VERB', 'مصر_NOUN', 'معاملة_NOUN']","['مصر_S-LOC', 'ماتبي_O', 'تعطي_O', 'لقاح_O', 'لمواطنينها_O', 'دول_O', 'الخليج_S-LOC', 'تتكفل_O', 'فيهم_O', 'السعودية_S-LOC', 'سلطنة_O', 'عمان_S-LOC', 'قطر_S-LOC', 'رافضة_O', 'تدخلهم_O', 'مافي_O', 'الكويت_S-LOC', 'بلد_O', 'الانسانية_O', 'تستقبلهم_O', 'وتطعمهم_O', 'شنو_O', 'السر_O', 'الغامض_O', 'كويت_O', 'تعامل_O', 'مصر_S-LOC', 'معاملة_O']",health
مجلس الوزراء يحدد عطلة عيدالاضحى المبارك الأحد ١٨ الجاري الخميس ٢٢ فرض حظر شامل للتجوال العراق,AuFIN_018,1413895812434829318,"['مجلس_NOUN', 'الوزراء_NOUN', 'يحدد_VERB', 'عطلة_NOUN', 'عيدالاضحى_NOUN', 'المبارك_ADJ', 'الأحد_NOUN', '١٨_NUM', 'الجاري_ADJ', 'الخميس_NOUN', '٢٢_NUM', 'فرض_NOUN', 'حظر_NOUN', 'شامل_ADJ', 'ل_ADP', 'التجوال_NOUN', 'العراق_NOUN']","['مجلس_B-ORG', 'الوزراء_E-ORG', 'يحدد_O', 'عطلة_O', 'عيدالاضحى_O', 'المبارك_O', 'الأحد_O', '١٨_O', 'الجاري_O', 'الخميس_O', '٢٢_O', 'فرض_O', 'حظر_O', 'شامل_O', 'للتجوال_O', 'العراق_S-LOC']",health
تكريماً للكوادر الصحية وجهودها بمكافحة كورونا السلطات المصرية تصدر عملات معدنية تحمل عبارة فرق مصر الطبية صورة لعاملين بقطاع الصحة موظفو الصحة بمصر كانوا اشتكوا مراراً نقص الإمدادات ووسائل الحماية يعرضهم لخطر الفيروس خلّف ضحايا كثيرين بينهم,AuFIN_019,1360158005564755970,"['تكريماً_NOUN', 'ل_ADP', 'الكوادر_NOUN', 'الصحية_ADJ', 'و_CCONJ', 'جهود_NOUN', 'ها_PRON', 'ب_ADP', 'مكافحة_NOUN', 'كورونا_X', 'السلطات_NOUN', 'المصرية_ADJ', 'تصدر_VERB', 'عملات_NOUN', 'معدنية_ADJ', 'تحمل_VERB', 'عبارة_NOUN', 'فرق_NOUN', 'مصر_NOUN', 'الطبية_ADJ', 'صورة_NOUN', 'ل_ADP', 'عاملين_NOUN', 'ب_ADP', 'قطاع_NOUN', 'الصحة_NOUN', 'موظفو_NOUN', 'الصحة_NOUN', 'ب_ADP', 'مصر_NOUN', 'كانوا_VERB', 'اشتكوا_VERB', 'مراراً_NOUN', 'نقص_NOUN', 'الإمدادات_NOUN', 'و_CCONJ', 'وسائل_NOUN', 'الحماية_NOUN', 'يعرض_VERB', 'هم_PRON', 'ل_ADP', 'خطر_NOUN', 'الفيروس_NOUN', 'خلّف_VERB', 'ضحايا_NOUN', 'كثيرين_ADJ', 'بينهم_VERB']","['تكريماً_O', 'للكوادر_O', 'الصحية_O', 'وجهودها_O', 'بمكافحة_O', 'كورونا_B-ORG', 'السلطات_I-ORG', 'المصرية_E-ORG', 'تصدر_O', 'عملات_O', 'معدنية_O', 'تحمل_O', 'عبارة_O', 'فرق_O', 'مصر_S-LOC', 'الطبية_O', 'صورة_O', 'لعاملين_O', 'بقطاع_O', 'الصحة_O', 'موظفو_O', 'الصحة_O', 'بمصر_S-LOC', 'كانوا_O', 'اشتكوا_O', 'مراراً_O', 'نقص_O', 'الإمدادات_O', 'ووسائل_O', 'الحماية_O', 'يعرضهم_O', 'لخطر_O', 'الفيروس_O', 'خلّف_O', 'ضحايا_O', 'كثيرين_O', 'بينهم_O']",health
معلومات وقائيه اليونسيف بخصوص فايروس كورونا 1فيروس كورونا كبير الحجم يبلغ قطر الخلية 400 500 الصغرى ولهذا السبب قناع يمنع دخوله 2 فيروس كورونا يستقر الهواء يهبط للارض لذلك فهو ينتقل بالهواء,AuFIN_020,1237428996868055040,"['معلومات_NOUN', 'و_CCONJ', 'قائي_NOUN', 'ه_PRON', 'اليونسيف_X', 'ب_ADP', 'خصوص_NOUN', 'فايروس_X', 'كورونا_X', '1فيروس_X', 'كورونا_X', 'كبير_ADJ', 'الحجم_NOUN', 'يبلغ_VERB', 'قطر_NOUN', 'الخلية_NOUN', '400_NUM', '500_NUM', 'الصغرى_ADJ', 'و_CCONJ', 'ل_ADP', 'هٰذا_DET', 'السبب_NOUN', 'قناع_NOUN', 'يمنع_VERB', 'دخول_NOUN', 'ه_PRON', '2_NUM', 'فيروس_NOUN', 'كورونا_X', 'يستقر_VERB', 'الهواء_NOUN', 'يهبط_VERB', 'ل_ADP', 'الأرض_NOUN', 'ل_ADP', 'ذٰلك_DET', 'ف_CCONJ', 'هو_PRON', 'ينتقل_VERB', 'بالهواء_NOUN']","['معلومات_O', 'وقائيه_O', 'اليونسيف_O', 'بخصوص_O', 'فايروس_B-PER', 'كورونا_E-PER', '1فيروس_O', 'كورونا_O', 'كبير_O', 'الحجم_O', 'يبلغ_O', 'قطر_O', 'الخلية_O', '400_O', '500_O', 'الصغرى_O', 'ولهذا_O', 'السبب_O', 'قناع_O', 'يمنع_O', 'دخوله_O', '2_O', 'فيروس_O', 'كورونا_O', 'يستقر_O', 'الهواء_O', 'يهبط_O', 'للارض_O', 'لذلك_O', 'فهو_O', 'ينتقل_O', 'بالهواء_O']",health
مدريد سيلعب الدوري الإنجليزي كواليس ستعرفها للمرة الأولى,AuFIN_021,1426488403336470530,"['مدريد_X', 'س_AUX', 'يلعب_VERB', 'الدوري_NOUN', 'الإنجليزي_ADJ', 'كواليس_X', 'س_AUX', 'تعرف_VERB', 'ها_PRON', 'ل_ADP', 'المرة_NOUN', 'الأولى_ADJ']","['مدريد_S-LOC', 'سيلعب_O', 'الدوري_B-MISC', 'الإنجليزي_I-MISC', 'كواليس_E-MISC', 'ستعرفها_O', 'للمرة_O', 'الأولى_O']",sports
وفاة رابح سعدان المدرب السابق للمنتخب الجزائري انا لله وانا اليه راجعون تعازينا الحارة لكل الإخوة وطننا الثاني الجزائر,AuFIN_022,1423756887410061315,"['و_CCONJ', 'فاة_VERB', 'رابح_X', 'سعدان_X', 'المدرب_NOUN', 'السابق_ADJ', 'ل_ADP', 'المنتخب_NOUN', 'الجزائري_ADJ', 'إن_SCONJ', 'نا_PRON', 'ل_ADP', 'اللٰه_NOUN', 'وانا_X', 'إلي_ADP', 'ه_PRON', 'راجعون_VERB', 'تعازي_NOUN', 'نا_PRON', 'الحارة_NOUN', 'ل_ADP', 'كل_NOUN', 'الإخوة_NOUN', 'و_CCONJ', 'طن_NOUN', 'نا_PRON', 'الثاني_ADJ', 'الجزائر_NOUN']","['وفاة_O', 'رابح_B-PER', 'سعدان_E-PER', 'المدرب_O', 'السابق_O', 'للمنتخب_B-ORG', 'الجزائري_E-ORG', 'انا_O', 'لله_O', 'وانا_O', 'اليه_O', 'راجعون_O', 'تعازينا_O', 'الحارة_O', 'لكل_O', 'الإخوة_O', 'وطننا_O', 'الثاني_O', 'الجزائر_S-LOC']",sports
بكل فخر صنع مصر  رامي السبيعي اول مصري واول عربي يفوز بمستر اولمبيا التاريخ مبروك لمصر والعرب بيجرامي,AuFIN_023,1340517478628208642,"['بكل_NOUN', 'فخر_NOUN', 'صنع_VERB', 'مصر_NOUN', 'رامي_X', 'السبيعي_X', 'اول_ADJ', 'مصري_ADJ', 'واول_ADJ', 'عربي_ADJ', 'يفوز_VERB', 'ب_ADP', 'مستر_NOUN', 'اولمبيا_X', 'التاريخ_NOUN', 'مبروك_ADJ', 'ل_ADP', 'مصر_NOUN', 'و_CCONJ', 'العرب_NOUN', 'بيجرامي_X']","['بكل_O', 'فخر_S-PER', 'صنع_O', 'مصر_S-LOC', 'رامي_B-PER', 'السبيعي_E-PER', 'اول_O', 'مصري_O', 'واول_O', 'عربي_O', 'يفوز_O', 'بمستر_B-PER', 'اولمبيا_E-PER', 'التاريخ_O', 'مبروك_O', 'لمصر_S-LOC', 'والعرب_O', 'بيجرامي_S-PER']",sports
خبر سار لجماهير الاهلي ان سبورت تختار احمد الطيب للتعليق علي مباراة الاهلي والدحيل افتتاح كاس العالم للاندية,AuFIN_024,1355061889122889729,"['خبر_NOUN', 'سار_ADJ', 'ل_ADP', 'جماهير_NOUN', 'الاهلي_X', 'ان_SCONJ', 'سبورت_X', 'تختار_VERB', 'احمد_X', 'الطيب_X', 'ل_ADP', 'التعليق_NOUN', 'علي_ADP', 'مباراة_NOUN', 'الاهلي_X', 'و_CCONJ', 'الدحيل_NOUN', 'افتتاح_NOUN', 'كاس_NOUN', 'العالم_NOUN', 'ل_ADP', 'الأندية_NOUN']","['خبر_O', 'سار_O', 'لجماهير_O', 'الاهلي_O', 'ان_O', 'سبورت_S-ORG', 'تختار_O', 'احمد_B-PER', 'الطيب_E-PER', 'للتعليق_O', 'علي_O', 'مباراة_O', 'الاهلي_O', 'والدحيل_O', 'افتتاح_O', 'كاس_O', 'العالم_O', 'للاندية_O']",sports
